ID,Age,Experience,Income,ZIP_Code,Family,CCAvg,Education,Mortgage,Personal_Loan,Securities_Account,CD_Account,Online,CreditCard
nan,64.0,nan,nan,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,13.0,33.0,nan,nan,nan,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,60.0,36.0,nan,nan,4.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,40.0,14.0,nan,nan,4.0,1.4,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,29.0,3.0,nan,nan,4.0,0.2,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,41.0,16.0,nan,nan,3.0,0.5,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,30.0,5.0,nan,nan,4.0,nan,nan,0.0,0.0,1.0,0.0,0.0,nan
nan,nan,nan,nan,nan,4.0,1.8,3.0,0.0,0.0,1.0,0.0,0.0,0.0
nan,30.0,5.0,nan,nan,4.0,0.5,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,91125.0,4.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,39.0,14.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,4.0,2.1,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,57.0,31.0,nan,nan,4.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.0
nan,34.0,9.0,71.0,nan,4.0,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0
nan,61.0,36.0,nan,nan,3.0,0.5,2.0,0.0,0.0,nan,0.0,1.0,0.0
nan,44.0,19.0,nan,nan,nan,0.5,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,13.0,69.0,nan,3.0,nan,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,51.0,25.0,nan,nan,3.0,0.6,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,37.0,12.0,nan,nan,3.0,0.7,2.0,0.0,0.0,0.0,0.0,nan,1.0
nan,nan,nan,nan,nan,2.0,nan,3.0,nan,1.0,1.0,1.0,1.0,0.0
nan,42.0,15.0,nan,nan,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,nan
nan,51.0,25.0,nan,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,43.0,16.0,nan,90089.0,3.0,nan,2.0,nan,0.0,0.0,0.0,nan,0.0
nan,30.0,nan,nan,nan,4.0,0.8,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,45.0,nan,nan,nan,4.0,nan,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,35.0,9.0,nan,nan,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,nan
nan,60.0,34.0,64.0,nan,2.0,1.7,3.0,nan,0.0,nan,0.0,nan,nan
nan,34.0,9.0,nan,nan,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,55.0,25.0,nan,nan,3.0,nan,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,19.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,1.0,nan,3.0,0.0,1.0,0.0,1.0,1.0,0.0
nan,34.0,9.0,nan,nan,4.0,1.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0
nan,65.0,39.0,nan,nan,2.0,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,45.0,21.0,152.0,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,49.0,25.0,nan,nan,4.0,nan,1.0,nan,nan,0.0,0.0,0.0,0.0
nan,48.0,23.0,nan,nan,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,60.0,35.0,22.0,nan,1.0,1.3,1.0,nan,0.0,0.0,0.0,nan,0.0
nan,55.0,29.0,nan,nan,nan,nan,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,42.0,18.0,nan,nan,1.0,1.4,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,32.0,8.0,128.0,nan,2.0,4.33,1.0,0.0,0.0,0.0,nan,1.0,nan
nan,62.0,38.0,nan,nan,nan,nan,1.0,0.0,0.0,1.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,4.0,0.9,1.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,52.0,26.0,nan,nan,1.0,nan,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,36.0,6.0,nan,nan,1.0,0.67,3.0,0.0,0.0,nan,0.0,1.0,0.0
nan,nan,nan,nan,nan,3.0,2.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,63.0,37.0,nan,nan,2.0,0.7,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,3.0,0.3,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,57.0,nan,nan,nan,1.0,nan,2.0,0.0,1.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,2.0,4.2,2.0,0.0,1.0,0.0,0.0,1.0,0.0
nan,27.0,2.0,nan,nan,4.0,1.8,3.0,nan,0.0,nan,0.0,1.0,0.0
nan,65.0,39.0,nan,nan,3.0,0.7,2.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,60.0,34.0,nan,nan,1.0,0.8,2.0,nan,0.0,0.0,0.0,0.0,0.0
nan,nan,20.0,nan,nan,nan,4.4,2.0,nan,1.0,0.0,0.0,0.0,0.0
nan,63.0,39.0,nan,nan,1.0,nan,1.0,0.0,nan,1.0,nan,1.0,0.0
nan,59.0,34.0,nan,nan,1.0,nan,1.0,0.0,nan,0.0,0.0,0.0,nan
nan,56.0,30.0,nan,nan,4.0,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,1.0,1.9,2.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,52.0,nan,nan,nan,1.0,nan,3.0,0.0,0.0,0.0,nan,1.0,1.0
nan,58.0,32.0,nan,nan,2.0,nan,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,60.0,35.0,nan,nan,3.0,0.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,28.0,4.0,nan,nan,1.0,6.33,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,54.0,30.0,78.0,nan,4.0,nan,2.0,0.0,0.0,0.0,0.0,1.0,nan
nan,32.0,6.0,nan,nan,3.0,1.0,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,nan,nan,nan,nan,1.0,0.8,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,63.0,38.0,nan,nan,1.0,2.5,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,48.0,23.0,nan,nan,1.0,1.3,2.0,0.0,0.0,0.0,0.0,nan,0.0
nan,56.0,32.0,nan,nan,2.0,0.3,1.0,nan,0.0,0.0,nan,1.0,1.0
nan,36.0,12.0,nan,nan,3.0,2.6,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,57.0,27.0,nan,nan,1.0,1.4,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,29.0,3.0,nan,nan,2.0,2.0,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,89.0,nan,4.0,1.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,59.0,34.0,nan,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,31.0,6.0,nan,nan,4.0,nan,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,43.0,19.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,nan
nan,nan,5.0,22.0,nan,1.0,nan,3.0,nan,0.0,0.0,0.0,0.0,0.0
nan,54.0,24.0,nan,nan,3.0,nan,3.0,nan,0.0,0.0,0.0,1.0,1.0
nan,51.0,27.0,nan,nan,4.0,0.5,2.0,nan,0.0,nan,0.0,1.0,0.0
nan,44.0,19.0,nan,nan,3.0,2.7,2.0,0.0,0.0,0.0,0.0,nan,0.0
nan,25.0,0.0,nan,nan,2.0,1.6,3.0,0.0,0.0,nan,nan,1.0,1.0
nan,40.0,nan,nan,nan,4.0,nan,nan,0.0,1.0,0.0,1.0,1.0,1.0
nan,26.0,2.0,nan,nan,2.0,nan,1.0,nan,nan,0.0,0.0,0.0,0.0
nan,39.0,14.0,nan,nan,1.0,1.0,3.0,0.0,0.0,nan,0.0,1.0,0.0
nan,28.0,4.0,nan,nan,nan,nan,2.0,0.0,1.0,0.0,0.0,1.0,0.0
nan,52.0,28.0,nan,nan,4.0,nan,2.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,53.0,29.0,nan,nan,4.0,nan,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,44.0,20.0,nan,nan,2.0,nan,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,43.0,19.0,nan,nan,3.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,nan
nan,56.0,30.0,nan,nan,2.0,0.4,3.0,nan,0.0,0.0,0.0,nan,0.0
nan,38.0,14.0,nan,nan,1.0,2.0,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,30.0,6.0,141.0,nan,2.0,4.33,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,32.0,6.0,nan,nan,1.0,1.9,3.0,0.0,0.0,0.0,0.0,1.0,nan
nan,35.0,10.0,nan,nan,4.0,1.3,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,43.0,19.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,58.0,32.0,nan,nan,2.0,1.4,1.0,nan,0.0,0.0,0.0,0.0,1.0
nan,25.0,0.0,nan,nan,2.0,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,54.0,24.0,nan,nan,3.0,nan,3.0,nan,0.0,0.0,0.0,0.0,1.0
nan,57.0,32.0,nan,nan,1.0,nan,2.0,nan,nan,0.0,0.0,1.0,0.0
nan,50.0,24.0,nan,nan,1.0,0.3,nan,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,8.0,nan,nan,2.0,nan,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,63.0,37.0,nan,nan,2.0,1.0,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,6.0,nan,nan,2.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,nan
nan,36.0,12.0,25.0,nan,4.0,1.0,1.0,nan,0.0,0.0,0.0,nan,0.0
nan,58.0,34.0,nan,nan,4.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,56.0,30.0,nan,nan,4.0,0.7,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,49.0,25.0,nan,nan,4.0,1.0,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,30.0,5.0,nan,nan,2.0,3.1,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,33.0,7.0,nan,nan,3.0,1.6,1.0,0.0,0.0,0.0,0.0,1.0,nan
nan,nan,nan,nan,nan,3.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,30.0,5.0,40.0,nan,4.0,nan,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,38.0,nan,2.0,2.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,25.0,0.0,nan,nan,2.0,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,1.0,1.5,3.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,55.0,nan,nan,nan,2.0,2.3,3.0,0.0,0.0,0.0,0.0,1.0,nan
nan,65.0,41.0,nan,nan,nan,2.0,nan,0.0,1.0,0.0,0.0,0.0,nan
nan,44.0,18.0,nan,nan,1.0,0.2,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,51.0,25.0,nan,nan,4.0,0.6,3.0,0.0,0.0,0.0,0.0,nan,1.0
nan,35.0,9.0,40.0,93943.0,3.0,0.9,1.0,0.0,0.0,0.0,0.0,1.0,nan
nan,nan,nan,41.0,nan,4.0,1.7,2.0,0.0,0.0,nan,0.0,1.0,0.0
nan,31.0,5.0,nan,nan,4.0,1.8,nan,0.0,0.0,0.0,0.0,1.0,0.0
nan,54.0,30.0,nan,nan,nan,nan,3.0,0.0,1.0,0.0,0.0,0.0,0.0
nan,45.0,20.0,nan,nan,1.0,7.0,1.0,0.0,0.0,0.0,0.0,nan,1.0
nan,45.0,19.0,nan,nan,1.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,58.0,32.0,nan,nan,3.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,nan
nan,54.0,29.0,nan,nan,4.0,nan,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,4.0,nan,3.0,nan,0.0,1.0,1.0,nan,1.0
nan,nan,nan,80.0,nan,4.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,60.0,35.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,50.0,24.0,nan,nan,4.0,0.1,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,26.0,2.0,nan,nan,3.0,0.7,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,54.0,30.0,nan,nan,2.0,0.4,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,28.0,3.0,nan,nan,4.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,36.0,nan,nan,nan,3.0,nan,nan,0.0,1.0,0.0,0.0,1.0,0.0
nan,29.0,2.0,nan,nan,4.0,1.5,2.0,nan,0.0,0.0,0.0,0.0,1.0
nan,54.0,28.0,nan,nan,1.0,nan,1.0,nan,0.0,0.0,nan,1.0,1.0
nan,55.0,30.0,nan,nan,2.0,1.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,61.0,36.0,nan,nan,3.0,0.5,2.0,nan,0.0,nan,0.0,0.0,0.0
nan,36.0,11.0,nan,nan,1.0,3.8,1.0,nan,0.0,nan,nan,1.0,1.0
nan,45.0,19.0,nan,nan,1.0,2.4,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,64.0,40.0,nan,nan,nan,nan,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,36.0,nan,nan,2.0,2.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,82.0,nan,1.0,nan,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,47.0,23.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,nan,1.0,1.0
nan,nan,36.0,nan,nan,4.0,nan,3.0,0.0,0.0,1.0,0.0,0.0,0.0
nan,45.0,20.0,nan,nan,4.0,1.9,3.0,0.0,0.0,0.0,0.0,1.0,nan
nan,32.0,7.0,nan,nan,3.0,2.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,52.0,28.0,nan,nan,3.0,1.9,2.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,35.0,8.0,38.0,nan,4.0,1.0,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,40.0,15.0,nan,94304.0,2.0,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,53.0,29.0,nan,nan,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,58.0,33.0,nan,nan,4.0,2.1,1.0,0.0,0.0,0.0,0.0,nan,1.0
nan,47.0,22.0,nan,nan,4.0,3.6,3.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,nan,nan,115.0,nan,4.0,nan,2.0,0.0,1.0,0.0,0.0,0.0,0.0
nan,nan,20.0,nan,nan,2.0,nan,1.0,0.0,0.0,1.0,nan,1.0,0.0
nan,43.0,19.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,nan
nan,56.0,30.0,nan,nan,1.0,0.2,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,28.0,3.0,nan,nan,4.0,0.8,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,42.0,nan,nan,nan,3.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,32.0,7.0,35.0,nan,3.0,1.3,1.0,nan,0.0,0.0,0.0,0.0,1.0
nan,62.0,38.0,nan,nan,2.0,nan,1.0,nan,0.0,0.0,0.0,0.0,1.0
nan,37.0,13.0,nan,nan,4.0,nan,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,51.0,26.0,nan,nan,1.0,1.3,nan,nan,0.0,0.0,0.0,1.0,0.0
nan,39.0,13.0,nan,nan,3.0,2.1,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,43.0,17.0,nan,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,52.0,nan,31.0,nan,4.0,nan,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,30.0,6.0,nan,nan,1.0,nan,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,52.0,26.0,nan,nan,3.0,0.8,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,61.0,35.0,nan,nan,3.0,1.4,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,36.0,9.0,nan,nan,4.0,1.0,2.0,nan,0.0,1.0,0.0,1.0,0.0
nan,nan,nan,nan,93943.0,2.0,nan,2.0,nan,1.0,0.0,1.0,1.0,1.0
nan,47.0,23.0,nan,nan,4.0,0.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,64.0,39.0,nan,nan,2.0,1.5,1.0,nan,0.0,nan,0.0,1.0,0.0
nan,52.0,nan,nan,nan,1.0,nan,2.0,0.0,0.0,1.0,0.0,1.0,0.0
nan,58.0,28.0,nan,nan,1.0,3.0,3.0,nan,nan,0.0,0.0,1.0,0.0
nan,nan,24.0,nan,nan,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,64.0,40.0,nan,nan,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,58.0,32.0,65.0,nan,3.0,2.2,3.0,0.0,0.0,0.0,0.0,nan,0.0
nan,47.0,23.0,nan,nan,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,49.0,23.0,nan,nan,1.0,1.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,4.0,nan,nan,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,nan
nan,61.0,37.0,nan,nan,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,51.0,25.0,nan,nan,1.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,nan
nan,28.0,nan,nan,nan,2.0,nan,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,21.0,nan,3.0,nan,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,54.0,28.0,nan,nan,4.0,2.8,2.0,0.0,0.0,1.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,3.0,0.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,30.0,4.0,nan,nan,nan,nan,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,64.0,39.0,nan,92068.0,3.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0
nan,29.0,3.0,nan,nan,3.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,24.0,nan,nan,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,35.0,10.0,nan,nan,2.0,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,60.0,36.0,nan,nan,2.0,nan,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,55.0,30.0,nan,nan,2.0,3.7,1.0,nan,0.0,1.0,0.0,nan,0.0
nan,29.0,4.0,nan,nan,nan,nan,3.0,0.0,1.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,2.0,nan,2.0,0.0,1.0,1.0,1.0,1.0,0.0
nan,43.0,19.0,nan,nan,4.0,nan,3.0,0.0,nan,0.0,0.0,0.0,1.0
nan,nan,nan,35.0,nan,1.0,1.9,2.0,nan,0.0,0.0,0.0,nan,0.0
nan,25.0,0.0,nan,nan,2.0,0.9,3.0,0.0,0.0,0.0,0.0,nan,0.0
nan,nan,nan,39.0,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,34.0,10.0,nan,nan,1.0,0.5,3.0,nan,0.0,0.0,0.0,nan,0.0
nan,nan,nan,nan,94609.0,2.0,nan,3.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,32.0,6.0,nan,nan,4.0,1.8,2.0,0.0,0.0,0.0,0.0,nan,0.0
nan,50.0,24.0,nan,nan,4.0,nan,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,43.0,19.0,nan,nan,4.0,0.3,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,64.0,39.0,nan,nan,nan,nan,2.0,nan,nan,0.0,0.0,1.0,0.0
nan,60.0,34.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,43.0,19.0,nan,nan,3.0,nan,2.0,0.0,nan,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,1.0,0.8,2.0,0.0,0.0,1.0,0.0,0.0,1.0
nan,64.0,39.0,nan,nan,nan,nan,2.0,nan,nan,0.0,0.0,1.0,0.0
nan,44.0,20.0,nan,nan,2.0,3.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,60.0,36.0,nan,nan,2.0,nan,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,54.0,29.0,nan,nan,nan,nan,3.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,33.0,9.0,nan,nan,1.0,1.2,1.0,0.0,0.0,0.0,0.0,nan,1.0
nan,56.0,32.0,nan,nan,1.0,nan,2.0,nan,nan,0.0,nan,1.0,0.0
nan,nan,nan,nan,90095.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,25.0,1.0,nan,nan,nan,nan,1.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,nan,nan,nan,nan,1.0,0.8,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,55.0,30.0,nan,nan,2.0,3.7,1.0,nan,0.0,1.0,0.0,nan,0.0
nan,nan,nan,nan,nan,4.0,1.4,2.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,37.0,13.0,nan,nan,3.0,2.8,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,nan,nan,43.0,nan,2.0,2.1,3.0,0.0,0.0,nan,1.0,1.0,1.0
nan,nan,10.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,42.0,18.0,nan,nan,nan,nan,1.0,nan,0.0,1.0,0.0,1.0,0.0
nan,60.0,36.0,nan,nan,4.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,24.0,nan,nan,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,41.0,17.0,nan,nan,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,25.0,0.0,44.0,nan,4.0,0.6,2.0,0.0,0.0,0.0,0.0,nan,1.0
nan,50.0,nan,83.0,nan,nan,nan,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,4.0,2.6,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,43.0,nan,1.0,2.1,3.0,nan,0.0,0.0,0.0,0.0,1.0
nan,50.0,25.0,nan,nan,3.0,1.7,2.0,0.0,0.0,0.0,0.0,1.0,nan
nan,59.0,33.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,50.0,26.0,nan,nan,3.0,nan,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,44.0,19.0,70.0,nan,1.0,nan,2.0,nan,0.0,nan,0.0,0.0,0.0
nan,31.0,5.0,nan,nan,4.0,1.8,3.0,nan,0.0,0.0,0.0,nan,1.0
nan,40.0,10.0,nan,94720.0,nan,nan,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,36.0,nan,nan,nan,3.0,nan,nan,0.0,1.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,3.0,0.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,64.0,40.0,nan,nan,nan,nan,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,2.0,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,52.0,28.0,nan,nan,2.0,nan,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,51.0,26.0,nan,nan,1.0,1.3,nan,nan,0.0,0.0,0.0,1.0,0.0
nan,31.0,5.0,nan,nan,4.0,2.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,54.0,nan,3.0,nan,1.0,nan,0.0,0.0,0.0,0.0,1.0
nan,30.0,6.0,nan,nan,1.0,2.1,3.0,0.0,0.0,0.0,0.0,nan,0.0
nan,nan,nan,nan,nan,3.0,0.3,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,41.0,16.0,nan,nan,1.0,nan,3.0,nan,0.0,0.0,0.0,0.0,1.0
nan,53.0,27.0,81.0,nan,3.0,1.7,2.0,nan,0.0,0.0,0.0,nan,0.0
nan,54.0,nan,nan,nan,3.0,nan,2.0,nan,0.0,0.0,0.0,0.0,0.0
nan,28.0,4.0,nan,nan,1.0,1.8,2.0,0.0,0.0,0.0,0.0,1.0,nan
nan,nan,nan,nan,95616.0,1.0,2.5,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,37.0,nan,nan,4.0,nan,2.0,nan,0.0,0.0,0.0,1.0,1.0
nan,nan,nan,nan,nan,4.0,1.4,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,36.0,11.0,nan,nan,1.0,2.8,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,56.0,nan,nan,nan,4.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,24.0,-1.0,nan,nan,4.0,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,38.0,nan,nan,2.0,2.8,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,26.0,2.0,nan,nan,1.0,6.33,1.0,nan,0.0,0.0,0.0,nan,1.0
nan,33.0,8.0,nan,nan,2.0,nan,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,39.0,nan,nan,4.0,nan,1.0,nan,1.0,0.0,0.0,1.0,0.0
nan,nan,nan,82.0,nan,1.0,nan,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,54.0,30.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,32.0,6.0,nan,nan,4.0,nan,nan,0.0,0.0,1.0,1.0,1.0,1.0
nan,62.0,37.0,nan,nan,2.0,2.8,1.0,nan,0.0,0.0,nan,1.0,nan
nan,27.0,2.0,nan,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,53.0,28.0,41.0,nan,2.0,0.6,3.0,nan,0.0,nan,0.0,0.0,0.0
nan,51.0,25.0,nan,nan,1.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,nan
nan,25.0,-1.0,nan,nan,3.0,2.4,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,1.0,nan,3.0,0.0,1.0,0.0,0.0,1.0,0.0
